Razão Social;Situação Cadastral;Cidade;Estado
ALSPAC-TRANSPORTES INTERNACIONAIS E AGENCIAMENTO LTDA;;Vitória;ES
ALSPAC-TRANSPORTES INTERNACIONAIS E AGENCIAMENTO LTDA;;Rio de Janeiro;RJ
ALSPAC-TRANSPORTES INTERNACIONAIS E AGENCIAMENTO LTDA;;Santos;SP
ALSPAC-TRANSPORTES INTERNACIONAIS E AGENCIAMENTO LTDA;;Paranaguá;PR
ALSPAC-TRANSPORTES INTERNACIONAIS E AGENCIAMENTO LTDA;;Manaus;AM
ALTERNATIVACOMEX LOGISTICA INTERNACIONAL LTDA;;Curitiba;PR
ALTISUR- AGENTE LOGISTICO E TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
ALTIUS LOGISTICA E TRANSPORTE LTDA.;;Rio de Janeiro;RJ
ALTOGETHER LOGISTICS AGENCIAMENTO DE TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
AMAPA SHIPPING PORT AGENCY LTDA;;Macapá;AP
AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;;São Francisco do Sul;SC
AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;;Paranaguá;PR
AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;;Rio Grande;RS
AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;;São Luís;MA
AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;;Imbituba;SC
AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;;Santos;SP
AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;;Barcarena;PA
AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;;Salvador;BA
AMAS PRESTACAO DE SERVICOS ADMINISTRATIVOS LTDA;;Santos;SP
AMAZON AGENCY LTDA;;Almeirim;PA
AMAZON COMERCIO E EXPORTACAO DE SUPRIMENTOS MARITIMOS LTDA;;Santarém;PA
AMAZON DELTA COMERCIO EXTERIOR LTDA;;Belém;PA
AMAZON JUNGLE CRUISE NAVEGACAO E TURISMO LTDA;;Manaus;AM
AMAZON LOGISTICA INTERNACIONAL LTDA;;Porto Alegre;RS
AMAZON SHIPPING LOGISTICA E AGENCIA MARITIMA LTDA;;Manaus;AM
AMAZON TRANS - LOGISTICA E AGENCIAMENTO DE CARGAS LTDA;;Manaus;AM
AMAZON TRANSCARGO & MOVERS  AGENCIAMENTO E TRANSPORTES INTERNACIONAIS LTDA;;Guarulhos;SP
AMAZONAS DOCE MAR LTDA;;Recife;PE
AMAZONCARGO TRANSPORTES INTERNACIONAIS LTDA;;Manaus;AM
AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA;;Manaus;AM
AMAZONIA GLOBAL GESTAO E ADMINISTRACAO LTDA;;Manaus;AM
AMAZONIA TRANSPORTE E LOGISTICA LTDA;;Cruzeiro do Sul;AC
AMAZONICA AGENCIA MARITIMA LTDA;;Itacoatiara;AM
AMAZONICA AGENCIA MARITIMA LTDA;;Santarém;PA
AMAZONICA AGENCIA MARITIMA LTDA;;Barcarena;PA
AMAZONLOG MULTIMODAL LTDA;;São Paulo;SP
AMBIPAR RESPONSE DRACARES APOIO MARITIMO E PORTUARIO S/A;;São Francisco do Sul;SC
AMBRA - AGENCIAMENTOS E LOGISTICA LTDA;;Paranaguá;PR
AMBRA - AGENCIAMENTOS E LOGISTICA LTDA;;Curitiba;PR
AMBRA AGENCIAMENTO LTDA;;Rio Grande;RS
AMBRA VITORIA, AGENCIA MARITIMA LTDA.;;Vitória;ES
AMBRA-SERVICOS DE LOGISTICA E AGENCIAMENTOS MARITIMOS LTDA;;Fortaleza;CE
AMBROSIO SERVICOS MARITIMOS LTDA;;São Luís;MA
AMERICA LOGISTICA E SERVICOS ADUANEIROS LTDA;;Vitória;ES
AMERICA MARITIMES SERVICES LTDA;;São Vicente;SP
AMERICA SOLUTIONS LTDA;;Vila Velha;ES
AMERICAN CARGO SERVICOS DE TRANSPORTES DE CARGAS LTDA;;Belém;PA
AMERICAN LOGISTICS TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;;Curitiba;PR
AMERICAN PIX TRANSPORTES LTDA;;Curitiba;PR
AMERICANA SHIPPING GROUP LTDA;;Santos;SP
AMGBIL CORPORATION LTDA;;Campinas;SP
AMPLITUDE LOGISTICA LTDA;;São Paulo;SP
AMRG AGENCIA MARITIMA LTDA;;Porto Alegre;RS
AMRG AGENCIA MARITIMA LTDA;;Rio Grande;RS
AMS AGENCIA DE COMERCIO INTERNACIONAL LTDA;;Vitória;ES
AMS BRASIL ASSESSORIA EMPRESARIAL E COMERCIO EXTERIOR LTDA;;São Gonçalo;RJ
AMS LOGISTIC LINE LTDA;;Santos;SP
AMS TRANSPORTES INTERNACIONAIS LTDA;;Santos;SP
AMSAL- AGENCIAMENTO MARITIMO MERCOSUL LTDA.;;Manaus;AM
AMT BRASIL PARTICIPACOES LTDA.;;Rio de Janeiro;RJ
AMTRANLINE DO BRASIL, BELEM LTDA;;Belém;PA
AMTRANLINE DO BRASIL, MANAUS LTDA.;;Manaus;AM
AMTRANS LOGISTICA E TRANSPORTES INTERNACIONAIS LTDA;;Itajaí;SC
ANCHERBRAS COMERCIO, IMPORTACAO, EXPORTACAO E REPRESENTACOES LTDA;;São Paulo;SP
ANCHOR EXPRESS LOGISTICS LTDA;;São Paulo;SP
ANCORA AGENCIAMENTO MARITIMO LTDA;;Curitiba;PR
ANCORA LOGISTICA PORTUARIA LTDA;;Belém;PA
ANCORAR SHIPPING SERVICES LTDA;;Santarém;PA
ANDERSON AGENCIAMENTO DE CARGAS LTDA;;Novo Hamburgo;RS
ANDES OPERADOR MULTIMODAL LTDA;;São Paulo;SP
ANDES OPERADOR MULTIMODAL LTDA;;Santos;SP
ANDRE ANTONIO PIRES NOGUEIRA;;São Paulo;SP
ANDRE BAHIA ASSESSORIA MARITIMA LTDA;;Salvador;BA
ANDREA CECILIA AZEVEDO LAIA;;São Paulo;SP
ANDREIA F. DOS SANTOS ASSESSORIA EMPRESARIAL;;São Paulo;SP
ANDROS SHIPPING AGENCIA MARITIMA LTDA;;Rio de Janeiro;RJ
ANGEL INTERNATIONAL LOGISTICS TRANSPORTES LTDA;;São Paulo;SP
ANGELIM CARGO TRANSPORTES INTERNACIONAIS LTDA ME;;São Paulo;SP
ANKL LOGISTICS DO BRASIL LTDA;;São Paulo;SP
ANTARES SANTISTA - SERVICOS DE APOIO A EDIFICIOS LTDA;;Santos;SP
ANTONIO CARLOS NAVEGACAO LTDA;;Manaus;AM
ANTONIO CARLOS TRANSPORTES MARITIMOS LTDA;;Niterói;RJ
ANTONIO GOMES RAPOSO NETTO;;São Francisco do Sul;SC
ANTONIO GONCALVES DOS SANTOS;;Fernando de Noronha;PE
ANTONIO PENHA MAIA - AGENCIAMENTOS MARITIMOS E AEREOS;;Santos;SP
ANTOSERGIO COMISSARIA DE DESPACHOS LTDA;;Santos;SP
ANX LOGISTICA INTERNACIONAL E AGENCIAMENTO LTDA;;São Paulo;SP
AOG LOGISTICA LTDA;;Manaus;AM
AP PIANI SERVICOS ADUANEIROS LTDA;;Rio de Janeiro;RJ
APEX INTERNATIONAL TRADING COMERCIO LTDA;;São Paulo;SP
APEX LTDA;;Goiânia;GO
APEXTRANS DO BRASIL LOGISTICA INTERNACIONAL LTDA.;;São Paulo;SP
APICE COMERCIO EXTERIOR LTDA;;Belo Horizonte;MG
APICE LOGISTICA LTDA;;Itajaí;SC
APL AGENCIA MARITIMA LTDA;;Manaus;AM
APL AGENCIA MARITIMA LTDA;;São Paulo;SP
APL SOLUCOES DE LOGISTICA LTDA.;;Santos;SP
APL SOLUCOES DE LOGISTICA LTDA.;;Santos;SP
APOIO LOGISTICA ADUANEIRA LTDA;;Curitiba;PR
APOIO LOGISTICA ADUANEIRA LTDA;;Santos;SP
APOIO MAR SERVICOS MARITIMOS LTDA;;Caucaia;CE
APOLLO LOGISTICA LTDA;;Joinville;SC
APOYO LOGISTICA LTDA;;Curitiba;PR
APPM-AGENCIA PORTUARIA DE PORTO MURTINHO LTDA;;Porto Murtinho;MS
APR LOGISTICA INTERNACIONAL LTDA;;Santos;SP
APRILE BRASIL LTDA;;São Paulo;SP
APRILE TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
APWX AGENCIA MARITIMA E CONSULTORIA LTDA;;Manaus;AM
APX BRASIL LOGISTICA INTERNACIONAL LTDA;;São José dos Campos;SP
AQCES LOGISTICA INTERNACIONAL LTDA;;Mauá;SP
AQUARELA TRANSPORTES - IMPORTACAO E EXPORTACAO EIRELI;;São Paulo;SP
AQUARIU'S SERVICOS TECNICOS ESPECIALIZADOS LTDA;;Caraguatatuba;SP
AQUARIUS AGENCIA MARITIMA LTDA;;São Sebastião;SP
AQUARIUS SHIPPING AGENCIA MARITIMA LTDA;;Rio de Janeiro;RJ
AQUARIUS SHIPPING AGENCIA MARITIMA LTDA;;São Paulo;SP
AQUARIUS TRANSPORTES INTERNACIONAIS LTDA;;Carapicuíba;SP
AQUASHIPPING MARITIMA LTDA.;;Saquarema;RJ
AQUASHIPPING MARITIMA LTDA.;;Rio de Janeiro;RJ
AQUASHIPPING MARITIMA LTDA.;;Belém;PA
AQUASHIPPING MARITIMA LTDA.;;São Luís;MA
ARAM TRUST - GESTAO EM COMERCIO EXTERIOR LTDA;;São Paulo;SP
ARAPARI NAVEGACAO LTDA;;Belém;PA
ARAUJO & ARAUJO LTDA;;Curitiba;PR
ARAUJO E REZENDE, LOGISTICA E DESEMBARACO ADUANEIRO LTDA;;Vitória;ES
ARB CARGO GLOBAL LOGISTICA DO BRASIL LTDA.;;São Paulo;SP
ARBAZA ALIMENTOS LTDA;;Caibi;SC
ARCANJO MIGUEL CALCADOS LTDA;;Santos;SP
ARCANJO MIGUEL CALCADOS LTDA;;São Paulo;SP
ARDC LTDA;;Itajaí;SC
AREA CARGO LTDA;;Santos;SP
AREMAR LOG CARGO LTDA;;Santos;SP
ARG - SERVICOS MARITIMOS LTDA;;Barcarena;PA
ARGO AGENCIA COMERCIAL LTDA;;Belém;PA
ARGO AGENCIAMENTOS MARITIMOS LTDA;;São Sebastião;SP
ARGO AGENCIAMENTOS MARITIMOS LTDA;;Santos;SP
ARGO AGENCIAMENTOS MARITIMOS LTDA;;Barcarena;PA
ARGO AGENCIAMENTOS MARITIMOS LTDA;;Salvador;BA
ARGO AGENCIAMENTOS MARITIMOS LTDA;;Recife;PE
ARGUS DESPACHOS ADUANEIROS E LOGISTICA LTDA;;Capão do Leão;RS
ARIES GLOBAL LOGISTICA DO BRASIL TDA;;Curitiba;PR
ARIES GLOBAL LOGISTICA TRANSPORTE RODOVIARIO DE CARGAS LTDA;;Campinas;SP
ARIES INTERNATIONAL DO BRASIL LTDA;;Recife;PE
ARIES INTERNATIONAL DO BRASIL LTDA;;São Paulo;SP
ARIES INTERNATIONAL DO BRASIL LTDA;;Fortaleza;CE
ARK LOGISTICA  INTERNACIONAL LTDA;;São Paulo;SP
ARLENAVE AGENCIA MARITIMA LTDA;;Rio de Janeiro;RJ
ARMAZENS GERAIS E ENTREPOSTOS SAO BERNARDO DO CAMPO SA;;São Bernardo do Campo;SP
ARMEX LOGISTICA E COMERCIO EXTERIOR LTDA;;Serra;ES
ARMEX LOGISTICA E COMERCIO EXTERIOR LTDA;;São Paulo;SP
ARMINTER COMERCIO EXTERIOR LTDA;;Nova Lima;MG
AROTRANS LOGISTICA LTDA.;;Santos;SP
ARPEX BR LOGISTICA INTEGRADA LTDA;;Rio de Janeiro;RJ
ARROW SHIPPING COMPANY LTDA;;São Luís;MA
ART BRASIL COMEX SOLUCOES LOGISTICAS LTDA;;São Bernardo do Campo;SP
ASA ASSESSORIA DE COMERCIO EXTERIOR LTDA;;Rio de Janeiro;RJ
ASA BRASIL SERVICOS LTDA;;Barra dos Coqueiros;SE
ASALOG EMPREENDIMENTOS E PARTICIPACOES LTDA;;Vespasiano;MG
ASAP ADUANEIRA E LOGISTICA;;Rio de Janeiro;RJ
ASB - DO BRASIL COMERCIO DE IMPORTACAO E EXPORTACAO LTDA;;São Paulo;SP
ASBRAZIL ALL SHIPPING IMPORTACAO E EXPORTACAO LTDA;;Santos;SP
ASIA CARGO LOGISTICA E COMERCIO EXTERIOR LTDA;;Campo Bom;RS
ASIA LOGISTICA EMPRESARIAL, SERVICE AND FACILITIES LTDA;;São Paulo;SP
ASIA SHIPPING SERVICOS ADUANEIROS LTDA;;Curitiba;PR
ASIA SHIPPING TRANSPORTES INTERNACIONAIS LTDA;;Santos;SP
ASIA SHIPPING TRANSPORTES INTERNACIONAIS LTDA;;Vitória;ES
ASIA SOLUTION LOG CONSULTORIA, COMERCIO E NEGOCIOS INTERNACIONAIS LTDA;;São Paulo;SP
ASIAWAY LOGISTICA E COMERCIO EXTERIOR LTDA;;Sapiranga;RS
ASIMEX COMERCIO INTERNACIONAL DO BRASIL LTDA.;;São Paulo;SP
ASIMEX LOGISTICA LTDA;;São Paulo;SP
ASLL - AIRSEA LAND ASSESSORIA E LOGISTICA LTDA;;Santos;SP
ASR CARGO LTDA;;São Paulo;SP
ASSECOMEXBRASIL TRANSPORTES INTERNACIONAIS E AGENCIAMENTOS LTDA.;;Santos;SP
ASSESSORIA COMERCIAL PACIFIC LTDA;;Manaus;AM
ASSESSORIA E DESPACHOS GERAIS S/C LTDA;;São Luís;MA
ASSO MARITIMA NAVEGACAO LTDA;;Macaé;RJ
ASSOCIACAO DOS OPERADORES PORTUARIOS DE GRANEIS SOLIDOS DE IMPORTACAO DO PORTO DE PARANAGUA - AGRASIP;;Paranaguá;PR
ASSOCIACAO ESPACO SOCIAL CIDADANIA PRA TODOS;;São João de Meriti;RJ
ASTEC ASSESSORIA E SERVICOS EM OPERACOES DE LOGISTICA LTDA;;Manaus;AM
ASTEC BRASIL LOGISTICA E TRANSPORTE LTDA;;Rio de Janeiro;RJ
ASTEC NAVACON BRASIL LTDA;;São Paulo;SP
ASTRAL BRASIL AGENCIAMENTOS DE CARGAS LTDA;;Rio de Janeiro;RJ
ASTRAL SHIPPING E AGENCIAMENTOS MARITIMOS LTDA;;Rio de Janeiro;RJ
ATC DO BRAZIL COMERCIO EXTERIOR LTDA;;São Paulo;SP
ATCL AGENCIAMENTO DE CARGAS LTDA;;Santos;SP
ATCM SERVICOS LTDA;;Aracaju;SE
ATD GESTAO DE PROJETOS LOGISTICOS DO BRASIL LTDA.;;São Paulo;SP
ATECEX COMERCIO EXTERIOR LTDA;;Itajaí;SC
ATEM'S DISTRIBUIDORA DE PETROLEO S.A.;;Belém;PA
ATHENAS LOGISTICA UNIPESSOAL LTDA;;Sorocaba;SP
ATHOS AGENCIAMENTO DE CARGAS EIRELI;;Vitória;ES
ATHOS CONSULTORIA LTDA;;Vitória;ES
ATHOS IMPORT & EXPORT INTERNATIONAL LTDA;;Rio de Janeiro;RJ
ATIE HORIZONTE LTDA;;Santos;SP
ATIVA ASSESSORIA ADUANEIRA E LOGISTICA INTERNACIONAL LTDA;;Dionísio Cerqueira;SC
ATIVA COMERCIO EXTERIOR S/S LTDA;;Rio de Janeiro;RJ
ATL - AUTOLOG LOGISTICA INTEGRADA LTDA;;Contagem;MG
ATL GLOBAL SHIPPING LOGISTICA LTDA;;Itajaí;SC
ATLANTA SERVICOS PORTUARIOS LTDA;;Paranaguá;PR
ATLANTE SHIPPING DO BRASIL TRANSPORTES INTERNACIONAIS LTDA.;;São Paulo;SP
ATLANTIC & PACIFIC LINES DO BRASIL AGENCIAMENTO DE CARGA LTDA;;São Paulo;SP
ATLANTIC AGENCIA DE NAVEGACAO LTDA;;Vitória;ES
ATLANTIC AIR INTERNATIONAL LOGISTIC & CUSTOMS SERVICES LTDA;;Santos;SP
ATLANTIC AIR INTERNATIONAL LOGISTIC LTDA;;Santos;SP
ATLANTIC COAST AGENCIA MARITIMA LTDA;;Porto Alegre;RS
ATLANTIC COMERCIO E SERVICOS MARITIMOS LTDA.;;Paranaguá;PR
ATLANTIC LINES TRANSPORTES INTERNACIONAIS LTDA;;Belo Horizonte;MG
ATLANTIC LOGISTICA LTDA;;Manaus;AM
ATLANTIC LOGISTICS LTDA;;Salvador;BA
ATLANTIC OCEAN COMERCIAL EXPORTADORA E IMPORTADORA, SERVICOS E CONSULTORIA LTDA;;Itaguaí;RJ
ATLANTIC STAR LOGISTICA MARITIMA E SERVICOS PORTUARIOS LTDA;;Cabo de Santo Agostinho;PE
ATLANTICO SUL LOGISTICA LTDA;;Santos;SP
ATLANTIDA - ASSESSORIA ADUANEIRA S/C LTDA;;Curitiba;PR
ATLANTIS - DESPACHOS ADUANEIROS LTDA;;Curitiba;PR
ATLANTIS AGENCIA MARITIMA LTDA;;Porto Alegre;RS
ATLANTIS AGENCIAMENTOS MARITIMOS E DE CARGAS LTDA;;Santos;SP
ATLANTIS DA AMAZONIA COMERCIO LIMITADA;;Manaus;AM
ATLANTIS MARINE SERVICOS LTDA;;Salvador;BA
ATLAS COMERCIO EXTERIOR LTDA.;;Belo Horizonte;MG
ATLAS MARITIME APOIO ADMINISTRATIVO LTDA.;;Santos;SP
ATLAS MARITIME APOIO ADMINISTRATIVO LTDA.;;Itajaí;SC
ATLAS MARITIME APOIO ADMINISTRATIVO LTDA.;;Rio Grande;RS
ATLAS MARITIME APOIO ADMINISTRATIVO LTDA.;;Paranaguá;PR
ATLAS MARITIME APOIO ADMINISTRATIVO LTDA.;;Manaus;AM
ATLAS MARITIME APOIO ADMINISTRATIVO LTDA.;;Belém;PA
ATLAS MARITIME APOIO ADMINISTRATIVO LTDA.;;São Paulo;SP
ATLOAD LOGISTICA LTDA.;;Nova Lima;MG
ATRADE CARGO DO BRASIL LTDA;;Campinas;SP
ATRADE CARGO DO BRASIL LTDA;;Guarulhos;SP
ATTHOS COMEX ASSESSORIA EM COMERCIO EXTERIOR LTDA;;São José dos Pinhais;PR
ATTRIUS AGENCIAMENTO DE CARGAS INTL LTDA;;Rio de Janeiro;RJ
ATTRIUS LOGISTICS LTDA;;Santos;SP
ATTRIUS SUL TRANSPORTES LTDA;;Itajaí;SC
ATUALI COMERCIO EXTERIOR LTDA;;São José dos Campos;SP
ATUANTE AGRONEGOCIO LTDA;;São Paulo;SP
ATUANTE ASSESSORIA EM COMERCIO EXTERIOR LTDA;;São Paulo;SP
ATX LOGISTICA LTDA;;Ribeirão Preto;SP
AUDAZ GLOBAL LOGISTICA LTDA;;São José dos Campos;SP
AUSCORP ASSESSORIA COMERCIAL LTDA;;Novo Hamburgo;RS
AUSONIA NAVEGACAO LTDA;;Vitória;ES
AUTO POSTO BONS AMIGOS LTDA;;Manaus;AM
AVALON UNIT ASSESSORIA TECNICA LTDA;;Rio de Janeiro;RJ
AVANTI LOGISTICS LTDA;;Curitiba;PR
AVIEX AGENCIAMENTO DE CARGAS LTDA;;Rio de Janeiro;RJ
AVR TRANSPORTES INTERNACIONAIS LTDA.;;São Paulo;SP
AVX LOGISTICA LTDA;;Rio de Janeiro;RJ
AWSANTOS LOGISTICAS EIRELI;;Rio de Janeiro;RJ
AXE CAPITAL AGENCIAMENTO DE CARGA MARITIMA E AEREO LTDA;;São Paulo;SP
AXIS SHIPPING AGENCIAMENTO DE CARGAS LTDA;;Belo Horizonte;MG
AXIS SHIPPING AGENCIAMENTO DE CARGAS LTDA;;Belém;PA
AXIS SHIPPING AGENCIAMENTO DE CARGAS LTDA;;Manaus;AM
AXIS SHIPPING CONSULTORIA E AGENCIAMENTO LTDA;;Belo Horizonte;MG
AXIS SHIPPING SOLUCOES LOGISTICAS LTDA;;Belo Horizonte;MG
AYA GLOBAL AGENCIAMENTOS LTDA;;Itajaí;SC
AZ BUSINESS LTDA;;São Paulo;SP
AZ LOGISTICA E NEGOCIOS INTERNACIONAIS LTDA;;Belo Horizonte;MG
AZEVEDO TRANSPORTES INTERNACIONAIS & SERVICOS ADUANEIROS EIRELI;;Belo Horizonte;MG
AZEVEDO, BENTO COMERCIO E INUSTRIA LTDA EM RECUPERACAO JUDICIAL;;Paranaguá;PR
AZEVEDO, BENTO COMERCIO E INUSTRIA LTDA EM RECUPERACAO JUDICIAL;;Rio Grande;RS
AZIMPEX - SERVICOS ADUANEIROS LTDA;;Rio Grande;RS
AZIMUTE COMERCIO EXTERIOR LTDA;;Rio de Janeiro;RJ
AZIMUTE LOG COMERCIO E SERVICOS DE IMPORTACAO E EXPORTACAO LTDA;;Porto Alegre;RS
AZIONE GLOBAL LOGISTICS LTDA;;Recife;PE
AZLOG LOGISTICA INTEGRADA LTDA.;;São Paulo;SP
AZTECA BRASIL AGENCIAMENTO DE CARGAS INTERNACIONAIS S/A;;Novo Hamburgo;RS
AZTECA BRASIL AGENCIAMENTO DE CARGAS INTERNACIONAIS S/A;;Rio de Janeiro;RJ
AZTECA BRASIL AGENCIAMENTO DE CARGAS INTERNACIONAIS S/A;;Campinas;SP
AZTECA BRASIL AGENCIAMENTO DE CARGAS INTERNACIONAIS S/A;;Curitiba;PR
B LOGISTICS FREIGHT FORWARDER LTDA;;São Paulo;SP
B P A AGENCIAMENTOS MARITIMO LTDA;;Santos;SP
B P A AGENCIAMENTOS MARITIMO LTDA;;Rio de Janeiro;RJ
B P A AGENCIAMENTOS MARITIMO LTDA;;Paranaguá;PR
B&A CONSULTORES ADUANEIROS LTDA;;São Paulo;SP
B&A LOGISTICA E COMERCIO EXTERIOR LTDA;;Itajaí;SC
B&M LOGISTICA INTERNACIONAL LTDA;;Itajaí;SC
B&M SERVICOS ADUANEIROS LTDA;;Vitória;ES
B-PROJECTS TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;;São Paulo;SP
B.M.TRANS TRANSITARIOS INTERNACIONAIS LTDA;;São Paulo;SP
BACHMANN ECOTRANS LTDA;;São Paulo;SP
BACHMANN ECOTRANS LTDA;;Vitória;ES
BACHMANN ECOTRANS LTDA;;Santos;SP
BACHMANN ECOTRANS LTDA;;Curitiba;PR
BACLAY AGENCIA MARITIMA LTDA;;Angra dos Reis;RJ
BADA AGENCIAMENTO DE CARGAS LTDA;;São Paulo;SP
BAERNL-SUOZA INTERNACIONAL LOGISTICS SERVICES LTDA;;Santos;SP
BAGGIO TRANSPORTES LTDA.;;São Paulo;SP
BAHIA CONSULTORIA ADUANEIRA E LOGISTICA LTDA;;Salvador;BA
BAHIA TANKERS AGENCIA MARITIMA LTDA;;Santos;SP
BAHIA TANKERS AGENCIA MARITIMA LTDA;;Salvador;BA
BAHIA TANKERS AGENCIA MARITIMA LTDA;;Recife;PE
BAHIASHIP AGENCIA MARITIMA LTDA;;Salvador;BA
BALECHE SERVICOS ADUANEIROS SOCIEDADE SIMPLES;;Paranaguá;PR
BALO INTERNATIONAL CARGO LTDA;;São Paulo;SP
BALO LOGISTICA INTERNATIONAL LTDA;;São Paulo;SP
BALTAMAR TRANSPORTES E NAVEGACAO LTDA;;Juruti;PA
BANCIMEX & LOGISTICA LTDA;;São Paulo;SP
BANCO DO BRASIL SA;;Brasília;DF
BANDEIRANTES DEICMAR LOGISTICA INTEGRADA S.A;;Santos;SP
BARA NAVEGACAO LTDA;;Fortaleza;CE
BARAO BROKER LOGISTICA DO BRASIL LTDA;;São Paulo;SP
BARBOSA E AMORIM AGENCIAMENTO DE CARGAS LTDA;;Rio de Janeiro;RJ
BARILOG INTERNACIONAL, SERVICOS E LOGISTICA LTDA;;São Paulo;SP
BARILOG SERVICOS DE ENTREGAS EXPRESSAS LTDA.;;São Paulo;SP
BARRA DO RIO TERMINAL PORTUARIO S.A;;Itajaí;SC
BARRASUL DESPACHOS INTERNACIONAIS LTDA.;;Rio Grande;RS
BARSAN GLOBAL LOGISTICA LTDA.;;São Paulo;SP
BARTER COMERCIO INTERNACIONAL S/A;;São Paulo;SP
BARWIL BRASIL AGENCIAS MARITIMAS LTDA;;Santos;SP
BARWIL BRASIL AGENCIAS MARITIMAS LTDA;;Rio de Janeiro;RJ
BARWIL BRASIL AGENCIAS MARITIMAS LTDA;;Vitória;ES
BASE CARGO LTDA;;Camboriú;SC
BASELOG INTERNATIONAL CARGO LTDA;;Curitiba;PR
BASKA ASSESSORIA SERVICOS E COMISSARIOS ADUANEIROS LTDA;;Campinas;SP
BASKA ASSESSORIA SERVICOS E COMISSARIOS ADUANEIROS LTDA;;Porto Alegre;RS
BASKA ASSESSORIA SERVICOS E COMISSARIOS ADUANEIROS LTDA;;Curitiba;PR
BASKA ASSESSORIA SERVICOS E COMISSARIOS ADUANEIROS LTDA;;Joinville;SC
BASKA ASSESSORIA SERVICOS E COMISSARIOS ADUANEIROS LTDA;;Rio de Janeiro;RJ
BASKA ASSESSORIA SERVICOS E COMISSARIOS ADUANEIROS LTDA;;Santos;SP
BATISTA SANTOS PRESTACAO DE SERVICOS ADMINISTRATIVOS PARA TERCEIROS LTDA;;Recife;PE
BAUER TRANS SERVICE TRANSPORTES INTERNACIONAIS E AGENCIAMENTOS LTDA;;São Paulo;SP
BAW - IMPORTACAO, EXPORTACAO E LOGISTICA LTDA;;Santos;SP
BAX GLOBAL DO BRASIL LTDA;;São Paulo;SP
BAYEUX COMERCIO INTERNACIONAL E CONSULT EMPRESARIAL LTD;;Rio de Janeiro;RJ
BAYEUX COMERCIO INTERNACIONAL E CONSULT EMPRESARIAL LTD;;São Paulo;SP
BBC LOGISTICA INTERNACIONAL LTDA;;Curitiba;PR
BBX SOLOG LTDA;;Barueri;SP
BC GESTAO DE NEGOCIOS LTDA;;Balneário Camboriú;SC
BCF COMISSIONARIA ADUANEIRA E SERVICOS DE IMPORTACAO E EXPORTACAO LTDA;;Fortaleza;CE
BDA - BRASIL DESPACHOS ADUANEIROS LTDA;;Curitiba;PR
BDN LOGISTICS LTDA;;Itajaí;SC
BDP SOUTH AMERICA LTDA;;São Caetano do Sul;SP
BDP SOUTH AMERICA LTDA;;Recife;PE
BDP SOUTH AMERICA LTDA;;Santos;SP
BDS COMERCIO EXTERIOR LTDA;;São José dos Campos;SP
BDX AGENCIAMENTOS LTDA;;Nova Trento;SC
BEACON & SOUTH ATLANTIC AGENCIAMENTOS LTDA;;Santos;SP
BECHTRANS LOGISTICA INTERNATIONAL LTDA;;São Paulo;SP
BECKER E LEYSEN AGENCIA MARITIMA LTDA;;Niterói;RJ
BEHIDRO TRANSPORTE HIDROVIARIO, COMERCIO DE PECAS E SERVICOS DE MANUTENCAO DE EMBARCACOES LTDA;;Manaus;AM
BEIRA MAR GLOBAL ALLIANZ LTDA;;São Luís;MA
BEIRA MAR SERVICOS MARITIMOS LTDA;;Salvador;BA
BEIRA MAR SERVICOS MARITIMOS LTDA;;Aracaju;SE
BELETRANS AGENCIAMENTO DE CARGAS LTDA;;Belo Horizonte;MG
BELETRANS DO BRASIL TRANSITARIO LTDA;;Fortaleza;CE
BELETRANS DO BRASIL TRANSITARIOS, AGENCIAMENTO DE CARGAS LTDA;;Santana de Parnaíba;SP
BELLUGA SHIPPING AGENCIAMENTO DE CARGAS LTDA;;Curitiba;PR
BELT LOGISTICS LTDA;;Serra;ES
BELUGA ASSESSORIA COMERCIO EXTERIOR LTDA;;São Paulo;SP
BENAV - BERTOLINI TRANSPORTE POR NAVEGACAO LTDA.;;Belém;PA
BENAV - BERTOLINI TRANSPORTE POR NAVEGACAO LTDA.;;Manaus;AM
BENFICA CARTUCHOS LTDA;;Manaus;AM
BENSA INTERNACIONAL COMERCIO EXTERIOR LTDA.;;Santos;SP
BENSA INTERNACIONAL COMERCIO EXTERIOR LTDA.;;Vitória;ES
